dEven,fold_id,market_breadth_regime,candidate_events,gate_pass_events,threshold_pass_events,policy_eligible_events,daily_maximum_quota,selected_signals,selected_score_cutoff,zero_signal_date
2019-12-15,4,recovery_positive,15,15,15,15,1,1,0.8123498558998108,False
2019-12-16,4,recovery_positive,18,18,18,18,1,1,0.8117616772651672,False
2019-12-17,4,recovery_positive,18,18,18,18,1,1,0.8027116656303406,False
2019-12-18,4,recovery_positive,9,9,9,9,1,1,0.7805492281913757,False
2019-12-21,4,deterioration,9,0,9,0,1,0,,True
2019-12-22,4,recovery_positive,4,4,4,4,1,1,0.7985972166061401,False
2019-12-23,4,deterioration,8,0,8,0,1,0,,True
2019-12-24,4,deterioration,4,0,4,0,1,0,,True
2019-12-25,4,deterioration,6,0,6,0,1,0,,True
2019-12-28,4,recovery_positive,5,5,5,5,1,1,0.8172352910041809,False
2019-12-29,4,recovery_positive,4,4,4,4,1,1,0.7956582903862,False
2019-12-30,4,recovery_positive,3,3,3,3,1,1,0.8051765561103821,False
2019-12-31,4,recovery_positive,4,4,4,4,1,1,0.7721632719039917,False
2020-01-01,4,recovery_positive,3,3,3,3,1,1,0.8193182349205017,False
2020-01-04,4,deterioration,9,0,9,0,1,0,,True
2020-01-05,5,deterioration,15,0,15,0,1,0,,True
2020-01-07,5,deterioration,39,0,39,0,2,0,,True
2020-01-08,5,deterioration,41,0,41,0,3,0,,True
2020-01-11,5,deterioration,28,0,28,0,2,0,,True
2020-01-12,5,deterioration,16,0,16,0,1,0,,True
2020-01-13,5,recovery_positive,4,4,4,4,1,1,0.6952624917030334,False
2020-01-14,5,recovery_positive,4,4,4,4,1,1,0.7828906774520874,False
2020-01-15,5,recovery_positive,4,4,4,4,1,1,0.7792364358901978,False
2020-01-18,5,recovery_positive,2,2,2,2,1,1,0.7666322588920593,False
2020-01-19,5,recovery_positive,1,1,1,1,1,1,0.6823591589927673,False
2020-01-20,5,recovery_positive,2,2,2,2,1,1,0.7915138006210327,False
2020-01-21,5,recovery_positive,2,2,2,2,1,1,0.7763041853904724,False
2020-01-22,5,recovery_positive,3,3,3,3,1,1,0.7746877670288086,False
2020-01-25,5,recovery_positive,1,1,1,1,1,1,0.7477323412895203,False
2020-01-26,5,recovery_positive,4,4,4,4,1,1,0.7600809335708618,False
2020-01-27,5,recovery_positive,5,5,5,5,1,1,0.770753026008606,False
2020-01-28,5,recovery_positive,2,2,2,2,1,1,0.7761483788490295,False
2020-02-01,5,deterioration,1,0,1,0,1,0,,True
2020-02-02,5,deterioration,1,0,1,0,1,0,,True
2020-02-03,5,recovery_positive,1,1,1,1,1,1,0.8107603192329407,False
2020-02-04,5,deterioration,6,0,6,0,1,0,,True
2020-02-05,5,recovery_positive,4,4,4,4,1,1,0.6908756494522095,False
2020-02-08,5,deterioration,5,0,5,0,1,0,,True
2020-02-09,5,deterioration,6,0,6,0,1,0,,True
2020-02-10,5,deterioration,10,0,10,0,1,0,,True
2020-02-12,5,deterioration,7,0,7,0,1,0,,True
2020-02-15,5,deterioration,8,0,8,0,1,0,,True
2020-02-16,5,deterioration,7,0,7,0,1,0,,True
2020-02-17,5,deterioration,6,0,6,0,1,0,,True
2020-02-18,5,recovery_positive,5,5,5,5,1,1,0.8053962588310242,False
2020-02-19,5,deterioration,4,0,4,0,1,0,,True
2020-02-22,5,recovery_positive,3,3,3,3,1,1,0.7622807621955872,False
2020-02-23,5,recovery_positive,1,1,1,1,1,1,0.6917884945869446,False
2020-02-24,5,recovery_positive,2,2,2,2,1,1,0.7659931778907776,False
2020-02-26,5,recovery_positive,3,3,3,3,1,1,0.7091707587242126,False
2020-02-29,5,recovery_positive,7,7,7,7,1,1,0.6555901169776917,False
2020-03-01,5,recovery_positive,4,4,4,4,1,1,0.8044717907905579,False
2020-03-02,5,recovery_positive,2,2,2,2,1,1,0.8057795763015747,False
2020-03-03,5,broad_advance,2,0,2,0,1,0,,True
2020-03-04,5,broad_advance,4,0,4,0,1,0,,True
2020-03-07,5,recovery_positive,4,4,4,4,1,1,0.6328514218330383,False
2020-03-09,5,deterioration,11,0,11,0,1,0,,True
2020-03-10,5,deterioration,14,0,14,0,1,0,,True
2020-03-11,5,deterioration,7,0,7,0,1,0,,True
2020-03-14,5,deterioration,12,0,12,0,1,0,,True
2020-03-15,5,deterioration,16,0,16,0,1,0,,True
2020-03-16,5,deterioration,21,0,21,0,2,0,,True
2020-03-17,5,deterioration,25,0,25,0,2,0,,True
2020-03-18,5,deterioration,17,0,17,0,1,0,,True
2020-03-24,5,recovery_positive,23,23,23,23,2,2,0.8190817832946777,False
2020-03-25,5,recovery_positive,10,10,10,10,1,1,0.8287208080291748,False
2020-03-28,5,recovery_positive,6,6,6,6,1,1,0.8057908415794373,False
2020-03-29,5,recovery_positive,9,9,9,9,1,1,0.8183594346046448,False
2020-03-30,5,recovery_positive,11,11,11,11,1,1,0.8212404847145081,False
2020-04-04,5,recovery_positive,5,5,5,5,1,1,0.8100973963737488,False
2020-04-05,5,recovery_positive,7,7,7,7,1,1,0.8183684349060059,False
2020-04-06,5,recovery_positive,7,7,7,7,1,1,0.8085390329360962,False
2020-04-07,5,recovery_positive,5,5,5,5,1,1,0.8288666009902954,False
2020-04-08,5,recovery_positive,3,3,3,3,1,1,0.8196538686752319,False
2020-04-11,5,recovery_positive,3,3,3,3,1,1,0.8307157754898071,False
2020-04-12,5,recovery_positive,1,1,1,1,1,1,0.8059912919998169,False
2020-04-13,5,recovery_positive,1,1,1,1,1,1,0.7696382403373718,False
2020-04-14,5,deterioration,7,0,7,0,1,0,,True
2020-04-15,5,deterioration,3,0,3,0,1,0,,True
2020-04-18,5,broad_advance,4,0,4,0,1,0,,True
2020-04-19,5,deterioration,9,0,9,0,1,0,,True
2020-04-20,5,broad_advance,4,0,4,0,1,0,,True
2020-04-21,5,broad_advance,3,0,3,0,1,0,,True
2020-04-22,5,broad_advance,2,0,2,0,1,0,,True
2020-04-25,5,broad_advance,1,0,1,0,1,0,,True
2020-04-26,5,broad_advance,1,0,1,0,1,0,,True
2020-04-27,5,broad_advance,1,0,1,0,1,0,,True
2020-04-28,5,broad_advance,1,0,1,0,1,0,,True
2020-05-02,5,broad_advance,1,0,1,0,1,0,,True
2020-05-03,5,broad_advance,1,0,1,0,1,0,,True
2020-05-04,5,broad_advance,1,0,1,0,1,0,,True
2020-05-05,5,broad_advance,1,0,1,0,1,0,,True
2020-05-06,5,broad_advance,2,0,2,0,1,0,,True
2020-05-09,5,broad_advance,3,0,3,0,1,0,,True
2020-05-10,5,broad_advance,5,0,5,0,1,0,,True
2020-05-11,5,broad_advance,6,0,6,0,1,0,,True
2020-05-12,5,deterioration,7,0,7,0,1,0,,True
2020-05-13,5,deterioration,12,0,12,0,1,0,,True
2020-05-16,5,deterioration,17,0,17,0,1,0,,True
2020-05-17,5,deterioration,15,0,15,0,1,0,,True
2020-05-18,5,deterioration,10,0,10,0,1,0,,True
2020-05-19,5,deterioration,13,0,13,0,1,0,,True
2020-05-20,5,deterioration,16,0,16,0,1,0,,True
2020-05-23,5,deterioration,19,0,19,0,1,0,,True
2020-05-26,5,deterioration,17,0,17,0,1,0,,True
2020-05-27,5,deterioration,15,0,15,0,1,0,,True
2020-05-30,5,deterioration,15,0,15,0,1,0,,True
2020-05-31,5,deterioration,18,0,18,0,1,0,,True
2020-06-01,5,deterioration,14,0,14,0,1,0,,True
2020-06-02,5,recovery_positive,16,16,16,16,1,1,0.7630342841148376,False
2020-06-06,5,recovery_positive,18,18,18,18,1,1,0.7558057308197021,False
2020-06-07,5,recovery_positive,18,18,18,18,1,1,0.8134530782699585,False
2020-06-08,5,recovery_positive,13,13,13,13,1,1,0.821353018283844,False
2020-06-09,5,recovery_positive,13,13,13,13,1,1,0.8162369132041931,False
2020-06-10,5,recovery_positive,10,10,10,10,1,1,0.8164912462234497,False
2020-06-13,5,recovery_positive,10,10,10,10,1,1,0.8148106932640076,False
2020-06-14,5,recovery_positive,6,6,6,6,1,1,0.7846061587333679,False
2020-06-15,5,broad_advance,8,0,8,0,1,0,,True
2020-06-16,5,broad_advance,5,0,5,0,1,0,,True
2020-06-20,5,broad_advance,7,0,7,0,1,0,,True
2020-06-21,5,broad_advance,6,0,6,0,1,0,,True
2020-06-22,5,broad_advance,4,0,4,0,1,0,,True
2020-06-23,5,broad_advance,9,0,9,0,1,0,,True
2020-06-24,5,broad_advance,11,0,11,0,1,0,,True
2020-06-27,5,broad_advance,16,0,16,0,1,0,,True
2020-06-28,5,broad_advance,27,0,27,0,2,0,,True
2020-06-29,5,deterioration,25,0,25,0,2,0,,True
2020-06-30,5,broad_advance,14,0,14,0,1,0,,True
2020-07-01,5,broad_advance,15,0,15,0,1,0,,True
2020-07-04,5,deterioration,17,0,17,0,1,0,,True
2020-07-05,5,broad_advance,12,0,12,0,1,0,,True
2020-07-06,5,broad_advance,7,0,7,0,1,0,,True
2020-07-07,5,broad_advance,12,0,12,0,1,0,,True
2020-07-08,5,deterioration,21,0,21,0,2,0,,True
2020-07-11,5,deterioration,23,0,23,0,2,0,,True
2020-07-12,5,deterioration,23,0,23,0,2,0,,True
2020-07-13,5,deterioration,27,0,27,0,2,0,,True
2020-07-14,5,deterioration,27,0,27,0,2,0,,True
2020-07-15,5,deterioration,20,0,20,0,1,0,,True
2020-07-18,5,deterioration,15,0,15,0,1,0,,True
2020-07-19,5,deterioration,15,0,15,0,1,0,,True
2020-07-20,5,recovery_positive,14,14,14,14,1,1,0.8221086263656616,False
2020-07-21,5,recovery_positive,19,19,19,19,1,1,0.8136248588562012,False
2020-07-22,5,deterioration,21,0,21,0,2,0,,True
2020-07-25,5,deterioration,20,0,20,0,1,0,,True
2020-07-26,5,deterioration,23,0,23,0,2,0,,True
2020-07-27,5,deterioration,26,0,26,0,2,0,,True
2020-07-28,5,deterioration,27,0,27,0,2,0,,True
2020-07-29,5,deterioration,23,0,23,0,2,0,,True
2020-08-01,5,deterioration,15,0,15,0,1,0,,True
2020-08-02,5,recovery_positive,18,18,18,18,1,1,0.6904131174087524,False
2020-08-03,5,recovery_positive,24,24,24,24,2,2,0.7386752963066101,False
2020-08-04,5,recovery_positive,24,24,24,24,2,2,0.7360798120498657,False
2020-08-05,5,recovery_positive,21,21,21,21,2,2,0.754706084728241,False
2020-08-09,5,deterioration,36,0,36,0,2,0,,True
2020-08-10,5,deterioration,45,0,45,0,3,0,,True
2020-08-11,5,deterioration,52,0,52,0,3,0,,True
2020-08-12,5,deterioration,56,0,56,0,3,0,,True
2020-08-15,5,deterioration,56,0,56,0,3,0,,True
2020-08-16,5,deterioration,61,0,61,0,4,0,,True
2020-08-17,5,deterioration,59,0,43,0,3,0,,True
2020-08-18,5,deterioration,60,0,60,0,3,0,,True
2020-08-19,5,deterioration,70,0,70,0,4,0,,True
2020-08-22,5,deterioration,75,0,75,0,4,0,,True
2020-08-23,5,deterioration,71,0,71,0,4,0,,True
2020-08-24,5,deterioration,69,0,69,0,4,0,,True
2020-08-25,5,deterioration,76,0,76,0,4,0,,True
2020-08-26,5,deterioration,79,0,79,0,4,0,,True
2020-08-31,5,deterioration,62,0,62,0,4,0,,True
2020-09-01,5,deterioration,57,0,57,0,3,0,,True
2020-09-02,5,deterioration,65,0,65,0,4,0,,True
2020-09-05,5,deterioration,63,0,63,0,4,0,,True
2020-09-06,5,deterioration,66,0,66,0,4,0,,True
2020-09-07,5,broad_decline,57,0,57,0,3,0,,True
2020-09-08,5,broad_decline,55,0,55,0,3,0,,True
2020-09-09,5,broad_decline,60,0,60,0,3,0,,True
2020-09-12,5,broad_decline,54,0,54,0,3,0,,True
2020-09-13,5,broad_decline,53,0,53,0,3,0,,True
2020-09-14,5,broad_decline,53,0,53,0,3,0,,True
2020-09-15,5,broad_decline,58,0,58,0,3,0,,True
2020-09-16,5,broad_decline,58,0,58,0,3,0,,True
2020-09-19,5,broad_decline,51,0,51,0,3,0,,True
2020-09-20,5,broad_decline,62,0,62,0,4,0,,True
2020-09-21,5,broad_decline,65,0,65,0,4,0,,True
2020-09-22,5,broad_decline,64,0,64,0,4,0,,True
2020-09-23,5,broad_decline,52,0,52,0,3,0,,True
2020-09-26,5,broad_decline,54,0,54,0,3,0,,True
2020-09-27,5,broad_decline,60,0,60,0,3,0,,True
2020-09-28,5,broad_decline,55,0,55,0,3,0,,True
2020-09-29,5,broad_decline,62,0,62,0,4,0,,True
2020-09-30,5,broad_decline,60,0,60,0,3,0,,True
2020-10-03,5,broad_decline,62,0,62,0,4,0,,True
2020-10-04,5,broad_decline,71,0,71,0,4,0,,True
2020-10-05,5,broad_decline,70,0,70,0,4,0,,True
2020-10-06,5,recovery_negative,59,59,59,59,3,3,0.6341280341148376,False
2020-10-07,5,recovery_negative,71,71,71,71,4,4,0.6473954916000366,False
2020-10-10,5,recovery_negative,71,71,71,71,4,4,0.6652674674987793,False
2020-10-11,5,recovery_negative,63,63,63,63,4,4,0.6462048888206482,False
2020-10-12,5,recovery_negative,59,59,59,59,3,3,0.6062241792678833,False
2020-10-13,5,recovery_negative,63,63,63,63,4,4,0.6385068893432617,False
2020-10-14,5,recovery_negative,70,70,70,70,4,4,0.648119330406189,False
2020-10-18,5,deterioration,77,0,77,0,4,0,,True
2020-10-19,5,deterioration,76,0,76,0,4,0,,True
2020-10-20,5,deterioration,74,0,74,0,4,0,,True
2020-10-21,5,broad_decline,74,0,74,0,4,0,,True
2020-10-24,5,broad_decline,77,0,77,0,4,0,,True
2020-10-26,5,broad_decline,85,0,85,0,5,0,,True
2020-10-27,5,broad_decline,84,0,84,0,5,0,,True
2020-10-28,5,broad_decline,86,0,86,0,5,0,,True
2020-10-31,5,broad_decline,111,0,111,0,6,0,,True
2020-11-01,5,broad_decline,124,0,124,0,7,0,,True
2020-11-02,5,broad_decline,104,0,104,0,6,0,,True
2020-11-04,5,broad_decline,108,0,108,0,6,0,,True
2020-11-07,5,broad_decline,104,0,104,0,6,0,,True
2020-11-08,5,broad_decline,100,0,100,0,5,0,,True
2020-11-09,5,broad_decline,84,0,84,0,5,0,,True
2020-11-10,5,broad_decline,81,0,81,0,5,0,,True
2020-11-11,5,broad_decline,83,0,83,0,5,0,,True
2020-11-14,5,broad_decline,87,0,87,0,5,0,,True
2020-11-15,5,broad_decline,87,0,87,0,5,0,,True
2020-11-16,5,recovery_negative,88,88,88,88,5,5,0.6129497289657593,False
2020-11-17,5,recovery_negative,93,93,93,93,5,5,0.64918452501297,False
2020-11-18,5,recovery_negative,97,97,97,97,5,5,0.6237590312957764,False
2020-11-21,5,recovery_negative,95,95,95,95,5,5,0.5701749324798584,False
2020-11-22,5,recovery_negative,72,72,72,72,4,4,0.6117165088653564,False
2020-11-23,5,recovery_negative,74,74,74,74,4,4,0.6299841403961182,False
2020-11-24,5,recovery_negative,76,76,76,76,4,4,0.6128743290901184,False
2020-11-25,5,recovery_negative,60,60,60,60,3,3,0.6244654059410095,False
2020-11-28,5,recovery_negative,57,57,57,57,3,3,0.6228744983673096,False
2020-11-29,5,recovery_negative,68,68,68,68,4,4,0.5780165791511536,False
2020-11-30,5,recovery_negative,58,58,58,58,3,3,0.66986083984375,False
2020-12-01,5,recovery_negative,57,57,57,57,3,3,0.684788703918457,False
2020-12-02,5,recovery_negative,59,59,59,59,3,3,0.6804046034812927,False
2020-12-05,5,recovery_positive,38,38,38,38,2,2,0.722700834274292,False
2020-12-06,5,recovery_positive,37,37,37,37,2,2,0.7541496753692627,False
2020-12-07,5,recovery_positive,43,43,43,43,3,3,0.6237654685974121,False
2020-12-08,5,recovery_positive,37,37,37,37,2,2,0.7128533124923706,False
2020-12-09,5,recovery_positive,36,36,36,36,2,2,0.8010706305503845,False
2020-12-12,5,recovery_positive,38,38,38,38,2,2,0.8123182058334351,False
2020-12-13,5,recovery_positive,40,40,40,40,2,2,0.6526910066604614,False
2020-12-14,5,deterioration,45,0,45,0,3,0,,True
2020-12-15,5,deterioration,49,0,49,0,3,0,,True
2020-12-16,5,deterioration,53,0,53,0,3,0,,True
2020-12-19,5,deterioration,48,0,48,0,3,0,,True
2020-12-20,5,deterioration,57,0,57,0,3,0,,True
2020-12-21,5,deterioration,52,0,52,0,3,0,,True
2020-12-22,5,recovery_positive,47,47,47,47,3,3,0.7352375388145447,False
2020-12-23,5,recovery_positive,39,39,39,39,2,2,0.7899020314216614,False
2020-12-26,5,recovery_positive,39,39,39,39,2,2,0.8194040656089783,False
2020-12-27,5,recovery_positive,43,43,43,43,3,3,0.7069709897041321,False
2020-12-28,5,recovery_positive,40,40,40,40,2,2,0.6849074363708496,False
2020-12-29,5,deterioration,49,0,49,0,3,0,,True
2020-12-30,5,deterioration,59,0,59,0,3,0,,True
2021-01-02,5,deterioration,69,0,69,0,4,0,,True
2021-01-03,5,deterioration,56,0,55,0,3,0,,True
2021-01-04,5,deterioration,59,0,59,0,3,0,,True
2021-01-05,5,deterioration,61,0,61,0,4,0,,True
2021-01-06,5,deterioration,75,0,75,0,4,0,,True
2021-01-09,5,recovery_positive,76,76,76,76,4,4,0.6261411905288696,False
2021-01-10,5,recovery_positive,68,68,68,68,4,4,0.6445618271827698,False
2021-01-11,5,recovery_positive,75,75,75,75,4,4,0.5997307300567627,False
2021-01-12,5,deterioration,90,0,90,0,5,0,,True
2021-01-13,5,deterioration,89,0,89,0,5,0,,True
2021-01-16,5,deterioration,94,0,94,0,5,0,,True
2021-01-18,5,deterioration,73,0,73,0,4,0,,True
2021-01-19,5,deterioration,85,0,85,0,5,0,,True
2021-01-20,5,deterioration,79,0,79,0,4,0,,True
2021-01-23,5,deterioration,81,0,81,0,5,0,,True
2021-01-24,5,deterioration,90,0,90,0,5,0,,True
2021-01-25,5,recovery_negative,94,94,94,94,5,5,0.6448163390159607,False
2021-01-26,5,deterioration,94,0,94,0,5,0,,True
2021-01-27,5,deterioration,91,0,91,0,5,0,,True
2021-01-30,5,deterioration,85,0,85,0,5,0,,True
2021-01-31,5,recovery_negative,96,96,96,96,5,5,0.6445974111557007,False
2021-02-01,5,recovery_negative,83,83,78,78,5,5,0.53620445728302,False
2021-02-02,5,recovery_negative,79,79,74,74,4,4,0.5534756779670715,False
2021-02-03,5,deterioration,51,0,51,0,3,0,,True
2021-02-06,5,deterioration,56,0,56,0,3,0,,True
2021-02-07,5,deterioration,44,0,44,0,3,0,,True
2021-02-08,5,deterioration,35,0,35,0,2,0,,True
2021-02-09,5,recovery_negative,35,35,35,35,2,2,0.61296147108078,False
2021-02-13,5,recovery_negative,25,25,25,25,2,2,0.5382404923439026,False
2021-02-14,5,recovery_negative,23,23,23,23,2,2,0.49701988697052,False
2021-02-15,5,recovery_negative,22,22,22,22,2,2,0.5213491320610046,False
2021-02-16,5,recovery_negative,18,18,18,18,1,1,0.512801468372345,False
2021-02-17,5,deterioration,16,0,16,0,1,0,,True
2021-02-20,5,deterioration,17,0,17,0,1,0,,True
2021-02-21,5,deterioration,18,0,17,0,1,0,,True
2021-02-22,5,deterioration,24,0,2,0,2,0,,True
2021-02-23,5,deterioration,19,0,2,0,1,0,,True
2021-02-24,5,deterioration,25,0,8,0,2,0,,True
2021-02-27,5,deterioration,26,0,22,0,2,0,,True
2021-02-28,5,broad_decline,27,0,22,0,2,0,,True
2021-03-01,5,broad_decline,21,0,16,0,2,0,,True
2021-03-02,5,broad_decline,24,0,23,0,2,0,,True
2021-03-03,5,broad_decline,26,0,20,0,2,0,,True
2021-03-06,5,broad_decline,25,0,17,0,2,0,,True
2021-03-07,5,broad_decline,22,0,18,0,2,0,,True
2021-03-08,5,broad_decline,11,0,7,0,1,0,,True
2021-03-09,5,broad_decline,11,0,7,0,1,0,,True
2021-03-10,5,broad_decline,7,0,5,0,1,0,,True
2021-03-13,5,broad_decline,3,0,3,0,1,0,,True
2021-03-14,5,broad_decline,1,0,1,0,1,0,,True
